Course,Avg,Total,Excellent,Good,Medium,Pass,Fail
9.0,72.15419222903884,489.0,0.04294478527607362,0.2085889570552147,0.3394683026584867,0.3292433537832311,0.07975460122699386
30.0,72.03149284253577,489.0,0.12065439672801637,0.2249488752556237,0.22085889570552147,0.3456032719836401,0.08793456032719836
80.0,72.0,5.0,0.0,0.0,0.6,0.4,0.0
114.0,71.9452229299363,157.0,0.08917197452229299,0.25477707006369427,0.27388535031847133,0.2484076433121019,0.1337579617834395
56.0,71.76882352941178,340.0,0.020588235294117647,0.22941176470588234,0.38235294117647056,0.25882352941176473,0.10882352941176471
149.0,71.5,2.0,0.0,0.0,1.0,0.0,0.0
111.0,71.45614035087719,57.0,0.05263157894736842,0.19298245614035087,0.3684210526315789,0.3508771929824561,0.03508771929824561
86.0,71.33333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
90.0,71.33333333333333,3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
10.0,70.82190082644628,484.0,0.0371900826446281,0.1590909090909091,0.41115702479338845,0.29958677685950413,0.09297520661157024
66.0,70.66666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
154.0,70.5,2.0,0.0,0.0,0.5,0.5,0.0
57.0,70.20249376558603,401.0,0.04987531172069826,0.18952618453865336,0.3092269326683292,0.314214463840399,0.1371571072319202
91.0,70.0,3.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
140.0,70.0,2.0,0.0,0.0,0.5,0.5,0.0
117.0,69.74567901234568,81.0,0.0,0.13580246913580246,0.41975308641975306,0.37037037037037035,0.07407407407407407
1.0,69.69161554192229,489.0,0.06339468302658487,0.1656441717791411,0.28629856850715746,0.3312883435582822,0.15337423312883436
163.0,69.19101123595506,89.0,0.12359550561797752,0.24719101123595505,0.16853932584269662,0.2808988764044944,0.1797752808988764
98.0,69.0,3.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
118.0,68.43809523809524,42.0,0.023809523809523808,0.23809523809523808,0.2857142857142857,0.30952380952380953,0.14285714285714285
113.0,68.17383177570093,214.0,0.018691588785046728,0.2850467289719626,0.2523364485981308,0.26635514018691586,0.17757009345794392
17.0,68.0624031007752,516.0,0.0,0.03294573643410853,0.39147286821705424,0.5135658914728682,0.06201550387596899
96.0,68.0,1.0,0.0,0.0,0.0,1.0,0.0
148.0,68.0,2.0,0.0,0.5,0.0,0.0,0.5
83.0,67.33333333333333,3.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
93.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0
158.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0
177.0,67.0,1.0,0.0,0.0,0.0,1.0,0.0
145.0,66.5,2.0,0.0,0.0,0.0,1.0,0.0
94.0,66.33333333333333,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
99.0,66.33333333333333,3.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
20.0,66.16646216768916,489.0,0.034764826175869123,0.1738241308793456,0.26993865030674846,0.32515337423312884,0.19631901840490798
78.0,65.66666666666667,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
45.0,65.61873727087577,491.0,0.012219959266802444,0.11608961303462322,0.2953156822810591,0.4439918533604888,0.13238289205702647
110.0,65.38536585365854,82.0,0.0,0.0975609756097561,0.3048780487804878,0.43902439024390244,0.15853658536585366
41.0,65.05953757225433,173.0,0.12716763005780346,0.3236994219653179,0.19653179190751446,0.11560693641618497,0.23699421965317918
119.0,64.9875,80.0,0.0,0.075,0.1875,0.6375,0.1
138.0,64.5,6.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
156.0,63.5,2.0,0.0,0.0,0.0,1.0,0.0
61.0,62.0,1.0,0.0,0.0,0.0,1.0,0.0
15.0,61.78743455497383,191.0,0.031413612565445025,0.1256544502617801,0.20418848167539266,0.3403141361256545,0.29842931937172773
82.0,61.666666666666664,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
100.0,60.666666666666664,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
75.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0
122.0,57.53846153846154,39.0,0.0,0.0,0.1282051282051282,0.6923076923076923,0.1794871794871795
76.0,56.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
92.0,56.0,3.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
87.0,52.0,3.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
123.0,46.4375,48.0,0.0,0.08333333333333333,0.20833333333333334,0.2916666666666667,0.4166666666666667
79.0,46.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
89.0,45.333333333333336,3.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
72.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0
108.0,38.0,2.0,0.0,0.0,0.5,0.0,0.5
159.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0
71.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
160.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
